contest,candidate,name,votes
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,FILBERT,145
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,MERWIN,54
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,REDHAWK,64
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,TERRACE,41
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,VALLEY,31
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,CREEKSIDE,57
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,DOUGLAS FIRS,76
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,GATEWAY,94
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,GRAND FIRS,151
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,KATTENHORN,130
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,SILVER FIRS,128
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,SNOCADE,117
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,TOTEM FALLS,139
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,TUCKER,120
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,WANDERING CREEK,159
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,WOODSHIRE,77
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,SILVER CREEK,94
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,KENNARD,91
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,GLENBAR,87
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,OLDMARK,90
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,SPRUCE,47
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,THOMAS CREEK,126
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,WINDROSE,99
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,STRAWBERRY,108
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,KINGMAN,101
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,BUTTERNUT,93
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,CRYSTAL CREEK,59
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,DOGWOOD,110
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,NEWTON,59
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,POPPY,127
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,TAMBARK,77
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,NILE,0
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,BELLEMONT,128
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,CARRIAGE PARK,80
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,DANVERS,35
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,ELBERTA,58
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,BROOKVIEW,53
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,RIVERSTONE,23
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,JEWELL,131
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,GOLD CREEK,58
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,NORTH GRIFFIS,91
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,WETLANDS,45
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,PARKLANE,84
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,GRIMES,37
COUNTY COUNCIL DISTRICT 4 Council District 4,Jared Mead,SINCLAIR,115
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SNOHOMISH  1,94
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SNOHOMISH  1,121
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SNOHOMISH  3,143
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SNOHOMISH  3,104
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,INDEX,32
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,INDEX,11
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MONROE  1,72
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MONROE  1,70
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MONROE  2,54
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MONROE  2,61
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SNOHOMISH  5,165
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SNOHOMISH  5,140
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SULTAN 1,62
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SULTAN 1,89
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SULTAN 2,53
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SULTAN 2,83
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS  1,79
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS  1,130
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS  2,67
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS  2,88
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SNOHOMISH  7,137
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SNOHOMISH  7,93
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SNOHOMISH  8,125
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SNOHOMISH  8,123
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MONROE  4,90
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MONROE  4,106
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MONROE  5,97
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MONROE  5,99
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SULTAN 3,49
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SULTAN 3,52
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS  3,60
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS  3,66
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS  4,65
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS  4,93
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MONROE  3,47
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MONROE  3,39
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SNOHOMISH  2,85
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SNOHOMISH  2,101
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SNOHOMISH  4,121
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SNOHOMISH  4,106
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SNOHOMISH  6,61
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SNOHOMISH  6,98
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS  6,67
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS  6,72
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MONROE  6,77
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MONROE  6,83
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SNOHOMISH  9,66
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SNOHOMISH  9,82
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS  7,93
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS  7,131
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MONROE  7,79
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MONROE  7,95
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,GOLD BAR 1,68
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,GOLD BAR 1,111
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,GOLD BAR 2,63
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,GOLD BAR 2,104
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MONROE  8,86
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MONROE  8,94
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MONROE 10,82
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MONROE 10,73
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MONROE 11,27
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MONROE 11,31
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS  5,52
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS  5,55
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS  8,38
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS  8,48
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MONROE  9,49
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MONROE  9,55
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MONROE 12,37
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MONROE 12,52
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS  9,92
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS  9,87
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 10,55
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 10,83
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 11,31
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 11,46
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 12,52
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 12,60
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 13,67
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 13,74
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 14,65
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 14,94
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 15,79
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 15,84
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SNOHOMISH 10,96
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SNOHOMISH 10,97
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SULTAN 4,60
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SULTAN 4,68
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 16,47
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 16,61
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 17,42
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 17,26
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 18,54
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 18,59
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 19,54
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 19,94
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 20,65
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 20,77
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 21,85
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 21,99
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 22,76
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 22,56
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 23,77
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 23,55
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 24,43
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 24,38
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 25,39
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 25,58
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 26,73
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 26,69
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 27,73
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 27,72
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 28,31
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 28,41
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 29,95
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 29,43
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MONROE 13,48
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MONROE 13,53
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 30,76
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 30,68
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MONROE 14,61
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MONROE 14,48
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MONROE 15,60
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MONROE 15,73
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 31,49
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 31,24
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MONROE 16,23
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MONROE 16,20
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SULTAN 5,77
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SULTAN 5,77
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 32,98
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 32,107
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 33,68
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 33,84
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 34,67
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 34,79
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MONROE 17,20
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MONROE 17,26
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 35,42
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 35,47
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 36,51
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 36,54
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SULTAN 6,53
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SULTAN 6,67
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SNOHOMISH 11,64
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SNOHOMISH 11,67
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE STEVENS 37,67
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE STEVENS 37,84
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SULTAN 7,84
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SULTAN 7,63
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,PARK PLACE,26
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,PARK PLACE,39
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SULTAN RIVER,38
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SULTAN RIVER,47
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,TUALCO,112
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,TUALCO,116
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,WALLACE,56
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,WALLACE,93
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,BEAR CREEK,63
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,BEAR CREEK,61
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LAKE,77
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LAKE,101
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MARSH,100
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MARSH,98
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SHORTS,107
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SHORTS,165
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SOUTH SNOHOMISH,35
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SOUTH SNOHOMISH,106
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,WELANGDON(*),0
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,WELANGDON(*),0
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LUDWIG,73
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LUDWIG,121
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MALTBY,79
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MALTBY,94
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SEXTON,116
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SEXTON,134
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,THREE LAKES,73
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,THREE LAKES,105
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,CATHCART,64
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,CATHCART,74
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,ROOSEVELT,70
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,ROOSEVELT,58
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SKYKOMISH,32
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SKYKOMISH,33
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,OLNEY,81
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,OLNEY,137
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MACHIAS,68
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MACHIAS,112
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MARION,56
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MARION,77
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,RIVERVIEW,93
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,RIVERVIEW,126
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,WINTER LAKE,31
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,WINTER LAKE,69
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SOUTH LAKE STEVENS,43
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SOUTH LAKE STEVENS,62
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,CLEARVIEW,90
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,CLEARVIEW,109
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,HIGHLAND,82
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,HIGHLAND,143
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,FIR,73
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,FIR,99
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,GLENWOOD,36
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,GLENWOOD,69
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,TRAIL,45
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,TRAIL,71
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,BERKSHIRE,77
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,BERKSHIRE,87
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,HILTONS LAKE,66
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,HILTONS LAKE,97
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MINOR,101
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MINOR,96
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,RIVERCREST,32
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,RIVERCREST,51
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,BEECHER,94
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,BEECHER,130
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,TOWER,93
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,TOWER,67
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,VILLE,30
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,VILLE,58
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,TROMBLEY,25
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,TROMBLEY,31
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,WOODLAND,54
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,WOODLAND,36
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,CREEK,100
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,CREEK,61
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,HAINES,87
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,HAINES,111
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,HIGH BRIDGE,110
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,HIGH BRIDGE,127
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,JORDAN,79
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,JORDAN,80
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,MEADOW,53
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,MEADOW,96
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,OWEN,74
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,OWEN,110
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,PARADISE,84
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,PARADISE,106
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,PEAK(*),0
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,PEAK(*),0
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,PETERSON,104
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,PETERSON,134
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,PINEWOOD,100
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,PINEWOOD,118
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,TURNER,107
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,TURNER,125
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,WELLINGTON,146
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,WELLINGTON,134
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,WHEELER,97
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,WHEELER,92
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,WINDSONG,103
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,WINDSONG,60
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,WOODRIDGE,102
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,WOODRIDGE,91
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,BLUFF,96
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,BLUFF,115
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,LANTERN,97
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,LANTERN,70
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,DUBUQUE,60
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,DUBUQUE,123
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,POINTE,15
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,POINTE,18
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,SUNRISE,99
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,SUNRISE,74
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,VALMONT,39
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,VALMONT,64
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,BATTERY,69
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,BATTERY,51
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,CHAIN LAKE,64
COUNTY COUNCIL DISTRICT 5 Council District 5,Sam Low,CHAIN LAKE,131
COUNTY COUNCIL DISTRICT 5 Council District 5,Kelli Johnson,ECHO LAKE,83
